anchor_p,offset,candidate_q,carrier,carrier_offset,carrier_d,post_carrier_lower_d_count,post_carrier_ge_d_count,label_status,label_reasons,label_unresolved_offsets,label_carrier,label_carrier_offset,label_carrier_d,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,label_lock_carrier,label_lock_carrier_offset,label_lock_carrier_d,label_lock_threat,label_lock_threat_offset,label_lock_threat_d,interior_prime_offsets,structural_status,structural_reasons,rule_x_status,rule_x_reasons,survivor_lock_status,survivor_lock_reasons,label_lock_status,label_lock_reasons,exact_status,exact_reasons
2621,72,2693,2623,2,4,0,59,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2621,78,2699,2623,2,4,0,64,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68 72,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2621,80,2701,2623,2,4,0,65,REJECTED,CANDIDATE_WITNESS_FACTOR_37,,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_37,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2621,86,2707,2623,2,4,0,71,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68 72 78,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2621,90,2711,2623,2,4,0,74,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68 72 78 86,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2621,92,2713,2623,2,4,0,75,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68 72 78 86 90,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2621,96,2717,2623,2,4,0,78,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2621,98,2719,2623,2,4,0,80,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2621,102,2723,2623,2,4,0,83,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2621,108,2729,2623,2,4,0,89,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2621,110,2731,2623,2,4,0,90,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98 108,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98 108,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2621,116,2737,2623,2,4,0,95,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98 108 110,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2621,120,2741,2623,2,4,0,99,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98 108 110,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98 108 110,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2621,122,2743,2623,2,4,0,100,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98 108 110 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_13,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2621,126,2747,2623,2,4,0,104,REJECTED,CANDIDATE_WITNESS_FACTOR_41,,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98 108 110 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_41,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2621,128,2749,2623,2,4,0,106,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98 108 110 120,2623,2,4,2622,1,16,2623,2,4,2623,2,4,,,,2623,2,4,,,,12 26 36 38 42 50 56 62 66 68 72 78 86 90 92 98 108 110 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,6,2639,2638,5,4,0,0,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE
2633,8,2641,2638,5,4,0,2,REJECTED,CANDIDATE_WITNESS_FACTOR_19,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_19,REJECTED,CANDIDATE_COMPOSITE
2633,14,2647,2638,5,4,0,8,RESOLVED_SURVIVOR,,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,RESOLVED_SURVIVOR,,SURVIVES,
2633,18,2651,2638,5,4,0,11,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,20,2653,2638,5,4,0,13,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,24,2657,2638,5,4,0,17,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,26,2659,2638,5,4,0,18,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,30,2663,2638,5,4,0,21,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,36,2669,2638,5,4,0,26,REJECTED,CANDIDATE_WITNESS_FACTOR_17,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_17,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,38,2671,2638,5,4,0,28,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,44,2677,2638,5,4,0,33,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,48,2681,2638,5,4,0,36,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,50,2683,2638,5,4,0,38,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,54,2687,2638,5,4,0,41,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,56,2689,2638,5,4,0,42,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,60,2693,2638,5,4,0,45,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,66,2699,2638,5,4,0,50,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,68,2701,2638,5,4,0,51,REJECTED,CANDIDATE_WITNESS_FACTOR_37,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_37,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,74,2707,2638,5,4,0,57,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60 66,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,78,2711,2638,5,4,0,60,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60 66 74,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,80,2713,2638,5,4,0,61,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60 66 74 78,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,84,2717,2638,5,4,0,64,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,86,2719,2638,5,4,0,66,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60 66 74 78 80,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,90,2723,2638,5,4,0,69,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,96,2729,2638,5,4,0,75,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,98,2731,2638,5,4,0,76,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,104,2737,2638,5,4,0,81,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,108,2741,2638,5,4,0,85,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,110,2743,2638,5,4,0,86,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98 108,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_13,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,114,2747,2638,5,4,0,90,REJECTED,CANDIDATE_WITNESS_FACTOR_41,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98 108,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_41,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,116,2749,2638,5,4,0,92,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98 108,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98 108,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,120,2753,2638,5,4,0,95,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98 108 116,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98 108 116,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2633,126,2759,2638,5,4,0,100,REJECTED,CANDIDATE_WITNESS_FACTOR_31,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98 108 116 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_31,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2633,128,2761,2638,5,4,0,102,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,2638,5,4,2634,1,8,2636,3,6,2638,5,4,,,,2638,5,4,,,,14 24 26 30 38 44 50 54 56 60 66 74 78 80 86 96 98 108 116 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2647,4,2651,2649,2,4,0,1,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,2649,2,4,2648,1,8,2649,2,4,2649,2,4,,,,2649,2,4,,,,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE
2647,6,2653,2649,2,4,0,3,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,2649,2,4,2648,1,8,2649,2,4,2649,2,4,,,,2649,2,4,,,,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE
2647,10,2657,2649,2,4,0,7,RESOLVED_SURVIVOR,,,2649,2,4,2648,1,8,2649,2,4,2649,2,4,,,,2649,2,4,,,,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,RESOLVED_SURVIVOR,,SURVIVES,
2647,12,2659,2649,2,4,0,8,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,10,2649,2,4,2648,1,8,2649,2,4,2649,2,4,,,,2649,2,4,,,,10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2647,16,2663,2649,2,4,0,11,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,10 12,2649,2,4,2648,1,8,2649,2,4,2649,2,4,,,,2649,2,4,,,,10 12,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2647,22,2669,2649,2,4,0,16,REJECTED,CANDIDATE_WITNESS_FACTOR_17,,2649,2,4,2648,1,8,2649,2,4,2649,2,4,,,,2649,2,4,,,,10 12 16,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_17,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
2647,24,2671,2649,2,4,0,18,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,10 12 16,2649,2,4,2648,1,8,2649,2,4,2649,2,4,,,,2649,2,4,,,,10 12 16,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2647,30,2677,2649,2,4,0,23,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,10 12 16 24,2649,2,4,2648,1,8,2649,2,4,2649,2,4,,,,2649,2,4,,,,10 12 16 24,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
2647,34,2681,2649,2,4,0,26,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,2649,2,4,2648,1,8,2649,2,4,2649,2,4,,,,2649,2,4,,,,10 12 16 24 30,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
